男|甘肃|1985|同济大学（四平路）|本科在读|本科在读|材料科学与工程|本科大四学生|小学数学,初一初二数学,初一初二物理,初三数学,初三物理,|性格温和，有热情，做事认真稳重||小学数学,初一初二数学,初一初二物理,初三数学,初三物理,|||
女|上海|1985|上海对外贸易学院（松江）|本科在读|本科在读|工商管理（国际企业方向）|本科大三学生|小学英语,精准普通话,上海话,初级英语口语,初一初二英语,口语|为人开朗热情，工作负责从小参加学校电台电视台主持工作，常代表学校参加社会各方面工作信奉“能力比证书重要”：）||小学英语,精准普通话,上海话,初级英语口语,初一初二英语,口语|||
男|福建|1984|上海海事大学（洋泾）|本科在读|本科在读|法学（海商法）|本科大四学生|小学语文,小学数学,小学英语,初一初二语文,初一初二英语,初一初二物理,初三英语,高一高二英语,英语四级,羽毛球,初一初二数学,陪玩，陪购物|中共党员，现为海事大学恒星学术团主席，有较强的　适应和交往能力．　学习成绩优秀，曾获二等奖学金．为人和善，待人真诚，工作认真踏实．有做家教的经验．||小学语文,小学数学,小学英语,初一初二语文,初一初二英语,初一初二物理,初三英语,高一高二英语,英语四级,羽毛球,初一初二数学,陪玩，陪购物|||
男|湖北|1984|上海大学（延长路）|本科在读|本科在读|机械电子工程|本科大四学生|初一初二数学,初一初二物理,初一初二化学,初三数学,初三物理,初三化学,高一高二数学,高一高二物理,高一高二化学,高三物理,高三化学,乒乓球,程序设计初级,运动方面可陪练|2002年全国高中生化学竞赛省级一等奖，英语四级，AUTOCAD中级||初一初二数学,初一初二物理,初一初二化学,初三数学,初三物理,初三化学,高一高二数学,高一高二物理,高一高二化学,高三物理,高三化学,乒乓球,程序设计初级,运动方面可陪练|||
男|上海|1985|上海交通大学（徐家汇）|本科在读|本科在读|国际经济贸易|本科大四学生|小学数学,小学英语,初一初二英语,初一初二数学,初一初二物理,游泳|全国一级运动员,上海市市运会第一名,上海市仰泳50米第一名,现是上海交大游泳队队员||小学数学,小学英语,初一初二英语,初一初二数学,初一初二物理,游泳|||
男|浙江|1984|上海中医药大学（张江）|本科在读|本科在读|中医基础医学|本科大四学生|羽毛球,中国象棋,高一高二物理,高一高二化学,初三物理,初三化学,初一初二物理,初一初二化学,小学语文,小学数学,生物类|为人诚恳、礼貌，微笑常在。自高中人学生会主席以来，一直担任学生干部，如交大医学院实践部部长、中医大社团联合会主席等。爱好广泛，健谈，普通话标准，会夹生的上海话^_^||羽毛球,中国象棋,高一高二物理,高一高二化学,初三物理,初三化学,初一初二物理,初一初二化学,小学语文,小学数学,生物类|||
男|安徽|1977|英国阿伯丁大学|硕士毕业|硕士毕业|金融与投资|研究员|小学英语,初一初二英语,初一初二数学,高一高二英语,初三数学,精准普通话,初级英语口语,初级新概念英语,初级牛津英语,英语四级,英语六级,商务英语,精准英语语音,高级新概念英语,金融，财务英语|本人本科专业外贸英语，已获英语八级证书。学生时代因学习优秀，历次获得校优秀学生奖学金，有两年的兼职家教经验。毕业后在一家翻译公司作过兼职翻译，还做过兼职英语补习班老师，课本为中级新概念英语。（正式工作为一家券商外汇研究员，工作就是搜集大量国外金融网站的最新消息，因此对金融类英语术语十分精通）。在英国||小学英语,初一初二英语,初一初二数学,高一高二英语,初三数学,精准普通话,初级英语口语,初级新概念英语,初级牛津英语,英语四级,英语六级,商务英语,精准英语语音,高级新概念英语,金融，财务英语|||
男|上海|1986|同济大学（真南路）|本科在读|本科在读|国际经济与贸易|本科大三学生|小学数学,小学英语,初一初二英语,初一初二化学,初三英语,初三化学,高一高二英语,高三英语,精准普通话,上海话,初级英语口语,英语四级,初级新概念英语,精准英语语音,单簧管,计算机基本操作,|市高三优秀毕业生,单簧管10级,英语4级优秀,南模杯管乐比赛三等奖,99年度徐汇区优秀学生,数年校三好,优秀学生干部,绘画作品入选刘海粟美术比赛大典,爱好广泛,音乐,美术,看书,体育;西洋画,中国画,素描,以及钢琴初级,单簧管高级(10级),乐理高级.高一时通过学校口语面试选拔赴澳洲进行了为期两个月的交流学习.||小学数学,小学英语,初一初二英语,初一初二化学,初三英语,初三化学,高一高二英语,高三英语,精准普通话,上海话,初级英语口语,英语四级,初级新概念英语,精准英语语音,单簧管,计算机基本操作,|||
男|法国|1978|上海对外贸易学院|本科毕业|本科毕业|会计与商业管理|海外留学|高级法语,初级法语,精准普通话,初三语文,初一初二语文,初一初二英语,初三英语,高一高二语文,高一高二英语,高三语文,高三英语,蓝球|良好的语言能力,从事过驻法中方机构的实时翻译工作,个性开朗,酷爱运动||高级法语,初级法语,精准普通话,初三语文,初一初二语文,初一初二英语,初三英语,高一高二语文,高一高二英语,高三语文,高三英语,蓝球|||
男|湖北|1981|华东理工大学（梅陇）|硕士在读|硕士在读|化学工程|在读硕士生|初一初二英语,初一初二数学,初一初二物理,初一初二化学,初三英语,初三物理,初三化学,高一高二英语,高一高二物理,高一高二化学,|工作认真负责，有多年家教经验。善于和孩子沟通。||初一初二英语,初一初二数学,初一初二物理,初一初二化学,初三英语,初三物理,初三化学,高一高二英语,高一高二物理,高一高二化学,|||
女|上海|1982|东华大学（长宁）|硕士在读|硕士在读|通信工程|在读硕士生|小学数学,初一初二数学,初三数学,高一高二数学,|有耐心的做好自己的工作||小学数学,初一初二数学,初三数学,高一高二数学,|||
女|陕西|1975|第二军医大学|博士在读|博士在读|医学|在读博士生|小学语文,小学数学,小学英语,初一初二语文,初一初二英语,初一初二数学,初三英语,中考心里辅导,高一高二英语,高三英语,高考心里辅导,精准普通话,初级英语口语,初级新概念英语,初级牛津英语,英语四级,|通过大学英语六级，专业原因可同时做考试心理辅导（如克服考试焦虑等）||小学语文,小学数学,小学英语,初一初二语文,初一初二英语,初一初二数学,初三英语,中考心里辅导,高一高二英语,高三英语,高考心里辅导,精准普通话,初级英语口语,初级新概念英语,初级牛津英语,英语四级,|||
男|河南|1985|上海海事大学（洋泾）|本科在读|本科在读|航海+英语|本科大三学生|高三数学,高三英语,高三物理,高三化学,高一高二数学,高一高二英语,初三英语,初三数学,初三物理,体育方面，如乒乓球，篮球，羽毛球。|逻辑思维能力强，英语成绩好，在学习英语方面有特长，爱好体育，有体育天赋，在高中校级乒乓球比赛中拿第一。||高三数学,高三英语,高三物理,高三化学,高一高二数学,高一高二英语,初三英语,初三数学,初三物理,体育方面，如乒乓球，篮球，羽毛球。|||
男|上海|1985|上海海事大学（洋泾）|本科在读|本科在读|国际经济法|本科大四学生|高一高二英语,高三英语,英语四级,英语六级,精准英语语音,上海话,|四六级成绩优秀，并考出中级口译。||高一高二英语,高三英语,英语四级,英语六级,精准英语语音,上海话,|||
男|广东|1983|华东师范大学（普陀）|本科在读|本科在读|体育|本科大四学生|羽毛球,小学数学,小学语文,小学英语,乒乓球,足球，篮球，排球|||羽毛球,小学数学,小学语文,小学英语,乒乓球,足球，篮球，排球|||
男|安徽|1987|上海师范大学（徐汇）|本科在读|本科在读|环境工程|本科大四学生|中考心里辅导,高考心里辅导,初级新概念英语,小学数学,小学奥数,初一初二英语,初一初二数学,初一初二化学,初三英语,初三数学,高一高二英语,高一高二数学,高一高二化学,|我只教英语（从初一到高三，口语除外），其他的一概不教。到现在为止，我一共教过五次英语，有一套自己的教学方法，适合于补基础的学生。我并不在于要赚多少钱，只是想看到自己所教的学生英语成绩有明显的提高。对一个教师来说，学生的进步比什么都重要，这就是教师的高尚品质。我的梦想--就是做一名普通的高中英语老师！||中考心里辅导,高考心里辅导,初级新概念英语,小学数学,小学奥数,初一初二英语,初一初二数学,初一初二化学,初三英语,初三数学,高一高二英语,高一高二数学,高一高二化学,|||
男|四川|1983|同济大学（四平路）|本科在读|本科在读|建筑学|本科大四学生|初一初二数学,初一初二物理,初三英语,初三数学,初三物理,初三化学,高一高二英语,高一高二数学,高一高二物理,高一高二化学,高三英语,高三数学,美术,计算机基本操作,计算机应用能力初级,图像处理软件,初一英语,visual basic语言程序设计,美术素描,幼儿绘画|1997年获得四川省中学生绘画大赛（初中组）四川省一等奖  &gt;1998年获全国中学生数学联赛初三组全国二等奖 1998年获全国中学生化学联赛初三组全国一等奖  &gt;2000年获全国高中生数学联赛全国二等奖  &gt;2001年获全国高中生英语联赛全国二等奖  &gt;2001年获全国高中生化学联赛全国一等奖 2001年获全国高中生物理联赛全国三等奖  2003年9月通过上海市计算机等级考试（VB二级&nbsp;) 2002年12月通过国家大学英语四级考试 2003年12月通过国家大学英语六级考试  专业特长：另外我学的是建筑设计，擅长美术素描，水彩，水粉，色彩画，能很好地提供美术家教，提高学生的美术功底和审美能力，培养学生对于艺术的兴趣,也能做关于建筑设计入门之类的家教.||初一初二数学,初一初二物理,初三英语,初三数学,初三物理,初三化学,高一高二英语,高一高二数学,高一高二物理,高一高二化学,高三英语,高三数学,美术,计算机基本操作,计算机应用能力初级,图像处理软件,初一英语,visual basic语言程序设计,美术素描,幼儿绘画|||
